Journal Title	ISSN	ESSN	RoMEO Record ID	Updated
Health Care for Women International	0739-9332	1096-4665	1139	2014-03-26
Health Care Management Review	0361-6274	1550-5030	2261	2016-09-26
Health Care Management Science	1386-9620	1572-9389	74	2014-09-16
Health Care Manager	1525-5794	1550-512X	2261	2016-09-26
Health Communication	1041-0236	1532-7027	1140	2014-03-26
Health, Culture and Society		2161-6590	981	2014-06-02
Health Data Matrix	1936-2994	1937-8696	2261	2016-09-26
Health Economics	1057-9230	1099-1050	2050	2017-11-24
Health Economics, Policy and Law	1744-1331	1744-134X	2128	2014-10-07
Health Economics Review		2191-1991	948	2013-03-07
Health Education	0965-4283		31	2018-02-16
Health Education and Behavior	1090-1981	1552-6127	65	2013-03-11
Health Education Journal	0017-8969	1748-8176	65	2013-03-11
Health Education Research	0268-1153	1465-3648	1476	2017-05-30
Health Environments Research and Design Journal	1937-5867	2167-5112	65	2015-11-13
Health Expectations	1369-6513	1369-7625	1032	2016-10-27
Health Informatics Journal	1460-4582	1741-2811	65	2013-03-11
Health Information and Libraries Journal	1471-1834	1471-1842	2052	2017-11-24
Health Information Science and Systems		2047-2501	22	2015-11-23
Health Lawyer	0736-3443		632	2011-08-12
Health magazine, History and Health On-Line (Revista Salud, Historia Y Sanidad On-Line)	1909-2407		2486	2015-09-02
Health Manager	1730-2935	2449-9382	3007	2018-02-12
Health Manpower Management	0955-2065		31	2018-02-16
Health Marketing Quarterly	0735-9683	1545-0864	1140	2014-03-26
Health Outcomes Research in Medicine	1877-1319		30	2015-05-01
Health Physics	0017-9078	1538-5159	48	2016-09-26
Health Policy	0168-8510		30	2015-05-01
Health Policy and Education	0165-2281		30	2015-05-01
Health Policy and Planning	0268-1080	1460-2237	1476	2017-05-30
Health Policy and Technology	2211-8837		30	2015-05-01
Health Policy, Economics and Management (Section 36 EMBASE)	0921-8068		30	2015-05-01
Health Problems of Civilization	2353-6942	2354-0265	3007	2018-02-12
Health Promotion International	0957-4824	1460-2245	1476	2017-05-30
Health Promotion Perspectives		2228-6497	2922	2016-12-14
Health Promotion Practice	1524-8399	1552-6372	65	2013-03-11
Health Psychology	0278-6133	1930-7810	12	2017-10-02
Health Psychology and Behavioral Medicine		2164-2850	1200	2013-07-30
Health Psychology Bulletin		2398-5941	1132	2017-02-14
Health Psychology Open		2055-1029	1403	2018-02-22
Health Psychology Report	2353-4184	2353-5571	3007	2018-02-12
Health Psychology Research	2420-8124	2281-2075	644	2016-11-24
Health Psychology Review	1743-7199	1743-7202	1139	2014-03-26
Health Psychology Update	0954-2027		152	2016-05-20
Health Reform Observer - Observatoire des Réformes de Santé		2291-6369	2176	2014-12-04
Health Research Policy and Systems		1478-4505	22	2015-11-23
Health, Risk and Society	1369-8575	1469-8331	1139	2014-03-26
Health SA Gesondheid	1025-9848	2071-9736	971	2018-02-09
Health Science Reports		2398-8835	1032	2018-03-20
Health Service Journal	0952-2271		273	2016-11-23
Health Services and Delivery Research	2050-4349	2050-4357	809	2017-03-15
Health Services and Outcomes Research Methodology	1387-3741	1572-9400	74	2014-05-16
Health Services Insights		1178-6329	163	2014-07-22
Health Services Management Research	0951-4848	1758-1044	65	2013-03-11
Health Services Research	0017-9124	1475-6773	580	2017-11-24
Health Services Research and Managerial Epidemiology		2333-3928	1403	2018-02-22
Health Sociology Review	1446-1242		1139	2016-05-17
Health Statistics Quarterly	1465-1645	2040-1574	210	2015-11-23
Health Systems	2047-6965	2047-6973	210	2016-05-11
Health Technology Assessment	1366-5278		809	2017-03-15
Health Technology Letters		2053-3713	2737	2018-03-23
Healthcare		2227-9032	487	2016-12-14
Healthcare Food and Nutrition Focus	1090-2260		2261	2016-09-26
Healthcare in Low-resource Settings		2281-7824	644	2016-11-24
Healthcare Infection	1835-5617	1835-5625	160	2016-07-28
Healthcare Management Forum	0840-4704		30	2015-05-01
Healthcare Policy	1715-6572		404	2013-08-30
Healthcare Quarterly	1710-2774		404	2013-08-30
Healthcare: The Journal of Delivery Science and Innovation	2213-0764		30	2015-05-01
HealthcarePapers	1488-917X		404	2013-08-30
Healthy Aging and Clinical Care in the Elderly		1179-0601	163	2014-07-22
Healthy Aging Research		2261-7434	2934	2017-04-05
Hearing Journal	0745-7472		2261	2016-09-26
Hearing Research	0378-5955		30	2015-05-01
Heart	1355-6037	1468-201X	25	2017-10-09
Heart and Lung	0147-9563		30	2015-05-01
Heart and Mind	2468-6476	2468-6484	89	2017-03-09
Heart and Vessels	0910-8327	1615-2573	74	2014-09-16
Heart Asia		1759-1104	25	2017-10-09
Heart Failure Clinics	1551-7136		985	2014-01-07
Heart Failure Reviews	1382-4147	1573-7322	74	2014-09-16
Heart India	2321-449X	2321-6638	89	2017-03-09
Heart Insight	1934-5917		2261	2016-09-26
Heart International	2036-2579	2036-2579	2762	2016-04-15
Heart, Lung and Circulation	1443-9506	1444-2892	30	2015-05-01
Heart Rhythm	1547-5271		30	2015-05-01
Heart Views	1995-705X	0976-5123	89	2014-08-26
HeartRhythm Case Reports		2214-0271	2191	2017-07-20
Heat and Mass Transfer	0947-7411	1432-1181	74	2014-09-16
Heat Exchanger Design Updates	1074-7214		2372	2018-03-08
Heat Pipe Science and Technology	2151-7975	2151-7991	2372	2018-03-08
Heat Transfer - Asian Research	1099-2871	1523-1496	2050	2017-11-24
Heat Transfer Engineering	0145-7632	1521-0537	1141	2014-03-26
Heat Transfer - Japanese Research	0096-0802	1520-6556	1499	2014-03-18
Heat Transfer Research	1064-2285	2162-6561	2372	2018-03-08
Hebamme	0932-8122	1439-4197	391	2015-04-14
Hebrew Student	0190-5953		77	2017-09-08
HEC Forum	0956-2737	1572-8498	74	2014-05-16
Hefte zur Archäologie des Mittelmeerraums aus Bern	2504-2513	2504-432X	2386	2017-01-31
Hegel Bulletin	2051-5367	2051-5375	2130	2014-10-09
Hegel-Jahrbuch	0073-1579		926	2013-10-29
Hegeliana	0939-7779		1084	2018-03-20
Heidegger Studies	0885-4580	2153-9170	1000	2016-04-15
Heidelberger Beiträge zur deutschen Literatur	0934-490X		1084	2018-03-14
Heidelberger Publikationen zur Slavistik	2509-2901		1084	2018-03-27
Heidelberger Publikationen zur Slavistik. A, Linguistische Reihe	0930-7281		1084	2018-03-27
Heidelberger Publikationen zur Slavistik. B, Literaturwissenschaftliche Reihe	0930-729X		1084	2018-03-27
Heidelberger Studien	0172-1755		1084	2018-03-14
Heidelberger Studien zur Bildungswissenschaft	2199-6547		1084	2018-03-27
Heidelberger Studien zur Erziehungswissenschaft	0938-0981		1084	2018-03-27
Heidelberger Studien zur Geschichte und Kultur des modernen Vorderen Orients	1437-5672		1084	2018-03-14
Heilberufe	0017-9604	1867-1535	74	2014-09-16
HeilberufeSCIENCE	2190-2100		74	2014-09-16
Heilpädagogik online	1610-613X		693	2010-09-21
Heimen	0017-9841		2779	2018-01-19
Helgoland Marine Research	1438-387X	1438-3888	74	2014-09-16
Helicobacter	1083-4389	1523-5378	2050	2017-11-24
Helicon - Beiträge zur deutschen Literatur	0721-2879		1084	2018-03-14
Heliyon		2405-8440	2252	2017-05-22
Hellenic Journal of Surgery	0018-0092	1868-8845	74	2014-05-16
Hellenogermanica	2195-2132		1084	2018-03-14
Helminthologia	0440-6605	1336-9083	74	2014-05-16
Helsinki Monitor	0925-0972	1571-814X	154	2016-01-22
Helvetica Chimica Acta	0018-019X	1522-2675	580	2017-11-24
Hem-Onc	2150-5632	2150-5640	1141	2014-03-26
Hematologia	2224-1566		945	2012-07-13
Hematological Oncology	0278-0232	1099-1069	2050	2017-11-24
Hématologie	1264-7527	1950-6368	312	2013-04-05
Hematology	1024-5332	1607-8454	1141	2016-11-29
Hematology (Section 25 EMBASE)	0014-4290		30	2015-05-01
Hematology and Cell Therapy	1269-3286	1279-8509	74	2014-05-16
Hematology/Oncology Clinics of North America	0889-8588		985	2014-01-07
Hematology Reports	2038-8322	2038-8330	644	2016-11-24
Hemodialysis International	1492-7535	1542-4758	2050	2017-11-24
Hemoglobin	0363-0269	1532-432X	348	2013-10-29
Hemostasis Laboratory		1941-8493	1800	2014-03-06
Henry James Review	0273-0340	1080-6555	96	2017-07-05
HEPAC Health Economics in Prevention and Care	1439-3972	1439-6637	74	2014-05-16
Hepatic Medicine: Evidence and Research	1179-1535		407	2014-01-30
Hepatic Oncology	2045-0923	2045-0931	3224	2018-03-20
Hepatitis B Annual	0972-9747	1998-3573	89	2014-08-26
Hepatitis Research and Treatment	2090-1364	2090-1372	100	2018-01-08
Hépato-Gastro and Oncologie Digestive	2115-3310	2115-5631	312	2013-04-05
Hepato-Gastroenterology	0172-6390		257	2015-04-14
Hepatobiliary and Pancreatic Diseases International	1499-3872		30	2015-05-01
Hepatology	0270-9139	1527-3350	2050	2017-11-24
Hepatology Communications		2471-254X	1761	2017-11-21
Hepatology International	1936-0533	1936-0541	74	2014-09-16
Hepatology, Medicine and Policy		2059-5166	22	2016-07-21
Hepatology Research	1386-6346	1872-034X	2050	2017-11-24
Hepatoma Research	2394-5079	2454-2520	2889	2016-10-03
Herald of the Russian Academy of Sciences	1019-3316	1555-6492	141	2014-02-28
Herba Polonica		0018-0599	1851	2018-05-02
Hereditary Cancer in Clinical Practice		1897-4287	22	2015-11-23
Hereditary Genetics		2161-1041	672	2015-04-28
Hereditas	0018-0661	1601-5223	22	2016-11-28
Heredity	0018-067X	1365-2540	1457	2016-04-27
Herencia		1659-0066	1364	2012-10-23
HERESIS	0758-3737		1084	2018-03-20
Heritage and Society	2159-032X	2159-0338	121	2015-08-17
Heritage Science		2050-7445	22	2015-11-23
Hermeneutic Commentaries	1043-5735		1084	2018-03-20
Hermeneutics of Art	0899-9856		1084	2018-03-16
Hermes	0018-0777		3178	2018-02-06
Hernia	1265-4906	1248-9204	74	2014-09-16
Hérodote	0338-487X	1776-2987	265	2015-06-24
Heroin Addiction And Related Clinical Problems	1592-1638		1918	2014-05-15
Herpesviridae		2042-4280	22	2015-11-23
Herpetologica	0018-0831		153	2016-04-22
Herpetological Monographs	0733-1347		153	2016-04-22
Herz	0340-9937	1615-6692	74	2014-09-16
Herzschrittmachertherapie and Elektrophysiologie	0938-7412	1435-1544	74	2014-09-23
Herzschrittmachertherapie und Elektrophysiologie	0938-7412	1435-1544	74	2014-05-16
Hesperia	0018-098X	1553-5622	1009	2011-05-26
Heteroatom Chemistry	1042-7163	1098-1071	2050	2017-11-24
Heterocycles	0385-5414		30	2015-10-27
Heterocyclic Communications	0793-0283	2191-0197	414	2014-04-01
Heythrop Journal	0018-1196	1468-2265	2052	2017-11-24
HFES Bulletin	1527-3660		65	2013-03-11
HFES Proceedings	1071-1813		65	2013-03-11
HFSP Journal	1955-2068	1955-205X	216	2013-02-26
High Ability Studies	1359-8139	1469-834X	1140	2014-03-26
High Altitude Medicine and Biology	1527-0297	1557-8682	50	2015-03-18
High Blood Pressure and Cardiovascular Prevention	1120-9879	1179-1985	74	2014-09-23
High Energy Chemistry	0018-1439	1608-3148	141	2014-02-28
High Energy Density Physics	1574-1818		30	2015-05-01
High Performance Polymers	0954-0083	1361-6412	65	2013-03-11
High Power Laser Science and Engineering	2095-4719		1518	2013-04-16
High Pressure Research	0895-7959	1477-2299	1141	2014-03-26
High Speed Machining		2299-3975	1851	2018-05-02
High Temperature	0018-151X	1608-3156	141	2014-02-28
High Temperature Material Processes (An International Quarterly of High-Technology Plasma Processes)	1093-3611	1940-4360	2372	2018-03-08
High Temperature Materials and Processes	0334-6455	2191-0324	414	2014-04-01
High Temperatures-High Pressures	0018-1544	1472-3441	503	2013-10-08
Higher Ed	1523-9551		1084	2018-03-16
Higher Education	0018-1560	1573-174X	74	2014-09-16
Higher Education Abstracts	0748-4364	2150-1092	2081	2014-08-28
Higher Education in Europe	0379-7724	1469-8358	193	2014-03-26
Higher Education Management and Policy	1682-3451	1726-9822	725	2011-02-02
Higher Education Policy	0952-8733	1740-3863	210	2015-11-23
Higher Education Quarterly	0951-5224	1468-2273	2052	2017-11-24
Higher Education Research and Development	0729-4360	1469-8366	1140	2014-03-26
Higher Education Research and Policy	2193-7613		1084	2018-03-14
Higher Education, Skills and Work-based Learning	2042-3896		31	2018-02-16
Higher Education Studies	1925-4741	1925-475X	914	2014-08-15
Higher-Order and Symbolic Computation	1388-3690	1573-0557	74	2014-05-16
Highlights of the International Transport Forum		2218-9750	725	2014-08-19
Hildesheimer Schriften zur Interkulturellen Kommunikation. Hildesheim Studies in Intercultural Communication	1868-372X		1084	2018-03-14
HiN: Alexander von Humboldt im Netz		1617-5239	2778	2016-05-04
Hip International	1120-7000	1724-6067	473	2016-04-28
Hipertensión y Riesgo Vascular	1889-1837	1989-4805	990	2015-05-01
Hippocampus	1050-9631	1098-1063	2050	2017-11-24
Hispania	0018-2141	1988-8368	780	2017-06-27
Hispania Sacra	0018-215X	1988-4265	780	2017-06-27
Hispanic American Historical Review	0018-2168	1527-1900	166	2018-01-15
Hispanic Journal of Behavioral Sciences	0739-9863	1552-6364	65	2013-03-11
Hispanic Research Journal	1468-2737	1745-820X	1142	2017-04-04
Hispanic Review	0018-2176	1553-0639	574	2016-05-06
Hispanic Studies: Culture and Ideas	1661-4720		1084	2018-03-14
Hispano-Americana	0943-6022		1084	2018-03-14
Histochemical Journal	0018-2214	1573-6865	74	2014-08-27
Histochemistry and Cell Biology	0948-6143	1432-119X	74	2014-09-16
Histoire de la pensée litteraire viennoise	0943-6820		1084	2018-03-14
Histoire de la Poste et des Communications	2295-2950		1084	2018-03-14
Histoire de l�énergie/History of Energy	2033-7469		1084	2018-03-14
Histoire des mondes modernes	2406-7083		1084	2018-03-14
Histoire, économie et société	0752-5702	1777-5906	982	2017-02-20
Histoire Sociale	0018-2257	1918-6576	436	2018-04-20
Histology and Histopathology	0213-3911	1699-5848	969	2016-12-15
Histopathology	0309-0167	1365-2559	2050	2017-11-24
HiSTOReLo. Revista de historia regional y local	2145-132X		686	2017-09-19
Historia	0018-2311		3178	2018-02-06
Historia 2.0		2027-9035	1793	2014-02-13
Historia Agraria	1139-1472		969	2016-12-15
Historia Contemporánea	1130-2402		819	2013-05-28
Historia de la Educación. Revista Interuniversitaria	0212-0267		1333	2012-09-12
Historia i Polityka		1899-5160	1963	2014-06-27
Historia Mathematica	0315-0860		30	2015-05-01
Historia Philosophica, An International Journal	1724-6121	1824-095X	774	2016-02-10
Historia Religionum. An International Journal	2035-5572	2035-6455	774	2016-02-10
Historia Social y de la Educacion		2014-3567	2035	2014-08-05
História Unisinos		2236-1782	2801	2016-05-20
Historia y Política	1575-0361	1989-063X	1845	2016-02-03
Historia y Sociedad	0121-8417		686	2016-07-19
Historiallinen Aikakauskirja	0018-2362		1820	2017-12-05
Historiallis-yhteiskuntatiedollisen kasvatuksen tutkimus- ja kehittämiskeskuksen julkaisuja	1796-5802		1859	2014-04-15
Historian	0018-2370	1540-6563	2052	2017-11-24
Historic Environment: Policy and Practice	1756-7505	1756-7513	1140	2016-04-13
Historical Biology	0891-2963	1029-2381	1141	2014-03-26
Historical Journal	0018-246X	1469-5103	2128	2014-10-07
Historical Journal of Film, Radio and Television	0143-9685	1465-3451	1140	2014-03-26
Historical Materialism	1465-4466	1569-206X	154	2016-01-22
Historical Metallurgy	0142-3304		121	2014-01-22
Historical Methods: A Journal of Quantitative and Interdisciplinary History	0161-5440	1940-1906	1140	2014-03-26
Historical-Philological Journal	0135-0536		1604	2013-08-08
Historical Records of Australian Science	0727-3061	1448-5508	160	2016-07-28
Historical Reflections/Reflexions Historiques	0315-7997	1939-2419	2917	2016-12-08
Historical Research	0950-3471	1468-2281	2052	2017-11-24
Historical Sociolinguistics	2296-1909		1084	2018-03-14
Historical Studies in Industrial Relations	1362-1572	2049-4459	620	2017-08-08
Historical Studies in the Natural Sciences	1939-1811	1939-182X	107	2015-09-30
Historical Zoology	1873-5029		154	2016-01-22
Historically Speaking	1941-4188	1944-6438	96	2017-07-05
Histories of Anthropology Annual	1557-637X		560	2016-05-10
Historiographia Linguistica	0302-5160	1569-9781	372	2016-02-22
Historiography East and West		1570-1867	154	2016-06-23
Historisch-anthropologische Studien	1430-0621		1084	2018-03-14
Historisch-kritische Arbeiten zur deutschen Literatur	0721-3093		1084	2018-03-14
Historische Bibliographie Online	1611-0102		927	2013-10-29
Historische Zeitschrift	0018-2613		927	2013-10-29
Historisk Tidsskrift	0018-263X	1504-2944	2779	2016-05-04
History	0018-2648	1468-229X	2052	2017-11-24
History and Anthropology	0275-7206	1477-2612	1140	2014-03-26
History and Historians in the Context of the Time		2078-1296	1771	2014-10-10
History and Language	1062-2306		1084	2018-03-14
History and Memory	0935-560X	1527-1994	305	2016-11-15
History and memory (Historia y MEMORIA)	2027-5137		2486	2015-09-02
History and Philosophy of Logic	0144-5340	1464-5149	1141	2014-03-26
History and Philosophy of Psychology	1469-283X	2396-8737	152	2016-05-20
History and Philosophy of Science	2376-6344		1084	2018-03-14
History and Philosophy of the Life Sciences	0391-9714		74	2014-05-16
History and Sociology of South Asia	2230-8075	2249-5312	65	2013-03-11
History and Technology	0734-1512	1477-2620	1140	2014-03-26
History and Theory	0018-2656	1468-2303	580	2017-11-24
History Australia	1449-0854	1833-4881	665	2010-09-02
History Compass		1478-0542	2052	2017-11-24
History in Africa	0361-5413	1558-2744	2130	2014-10-09
History of Economic Ideas	1122-8792	1724-2169	774	2016-02-10
History of Education	0046-760X	1464-5130	1140	2014-03-26
History of Education Quarterly	0018-2680	1748-5959	2052	2017-11-24
History of Education Review	0819-8691		31	2018-02-16
History of European Ideas	0191-6599	1873-541X	30	2015-05-01
History of Geo- and Space Sciences	2190-5010	2190-5029	215	2014-06-27
History of Philosophy Quarterly	0740-0675	2152-1026	292	2014-06-10
History of Photography	0308-7298	2150-7295	1140	2014-03-26
History of Political Economy	0018-2702	1527-1919	166	2018-01-15
History of Political Thought	0143-781X		561	2016-03-10
History of Psychiatry	0957-154X	1740-2360	65	2013-03-11
History of Psychology	1093-4510	1939-0610	12	2017-10-02
History of Religions	0018-2710	1545-6935	77	2017-09-08
History of Schools and Schooling	1085-0678		1084	2018-03-14
History of Science	0073-2753	1753-8564	65	2015-09-10
History of the Family	1081-602X	1873-5398	1140	2014-03-26
History of the Human Sciences	0952-6951	1461-720X	65	2013-03-11
History of the Present	2159-9785	2159-9793	292	2016-02-12
