Journal Title	RoMEO Record ID	Updated
IAFOR Journal of Education	2145	2016-11-25
IAFOR Journal of Ethics, Religion and Philosophy	2145	2016-11-25
IAFOR Journal of Language Learning	2145	2016-11-25
IAFOR Journal of Literature and Librarianship	2145	2016-11-25
IAFOR Journal of Media, Communication and Film	2145	2016-11-25
IAFOR Journal of Politics, Economics and Law	2145	2014-11-13
IAFOR Journal of Psychology and the Behavioral Sciences	2145	2016-05-19
IAFOR Journal of Sustainability, Energy and the Environment	2145	2016-11-25
IAFOR Journal of the Social Sciences	2145	2016-11-25
IATSS Research	30	2015-05-01
IAWA Journal	154	2016-01-22
Iberia Revista de la Antigüedad	1679	2014-10-24
Iberian and Latin American Studies: The Arts, Literature, and Identity	1084	2018-03-14
Ibérica	1084	2018-03-20
Iberoamerican Journal of Strategic Management	1542	2016-08-26
Iberoamericana � Nordic Journal of Latin American and Caribbean Studies	2384	2017-02-14
Iberolinguistica	1084	2018-03-16
Iberoromania	414	2014-04-01
Ibis	2050	2017-11-24
IBMS BoneKEy	54	2014-12-09
Ibnosina Journal of Medicine and Biomedical Sciences	89	2017-03-09
IBS, Immuno-analyse and Biologie Spécialisée	30	2015-05-01
Ibsen Studies	1140	2014-03-26
iBusiness	1018	2014-11-19
ICA International Communication Association Annual Conference Theme Book Series	1084	2018-03-20
ICAME Journal	1851	2018-05-02
ICAN: Infant, Child, and Adolescent Nutrition	65	2013-03-11
Icarus	30	2015-05-01
ICCA � Industries culturelles, création, numérique	1084	2018-03-14
ICE Engineering Division Papers	406	2018-03-28
ICE Proceedings	406	2018-03-28
ICE Proceedings: Engineering Divisions	406	2018-03-28
ICE Selected Engineering Papers	406	2018-03-28
ICE Transactions	406	2018-03-28
ICES Journal of Marine Science	1474	2017-05-30
ICEUR Insight Studies	1084	2018-03-16
ICGA Journal	433	2010-09-07
Ichnos	1141	2014-03-26
Ichthyological Research	74	2014-09-16
Icoana Credinței	2723	2018-01-22
Icon of Faith	2723	2018-01-22
ICONO14	2319	2015-06-15
Iconographia Mycologica	74	2014-05-16
ICSID Review	1111	2017-01-13
ICU Director	65	2013-03-11
Idäntutkimus	3204	2018-02-16
Idealistic Studies	1000	2016-04-15
Ideas y valores	686	2016-07-19
Idee	1363	2012-11-06
Idee in form@zione	1331	2012-09-11
Ideenmanagement	787	2010-08-27
Identité, culture et politique	322	2011-08-12
Identities	1140	2014-03-26
Identities / Identités / Identidades	1084	2018-03-20
Identity	1139	2014-03-26
Identity in the Information Society	74	2014-05-16
Identity papers: A journal of British and Irish studies	2088	2015-12-22
Idomeneo	1363	2014-09-25
IDP	2153	2014-11-17
IDrugs	164	2013-03-18
IDS Bulletin	580	2018-01-04
IDS Practice Papers	1499	2014-03-18
IDS Research Reports	1499	2014-03-18
IDS Working Papers	1499	2014-03-18
IEA Energy Papers	725	2011-02-02
IEEE Access	1533	2013-06-18
IEEE/ACM Transactions on Audio, Speech and Language Processing	38	2018-01-24
IEEE/ACM Transactions on Computational Biology and Bioinformatics	38	2018-01-24
IEEE/ACM Transactions on Networking	21	2016-07-01
IEEE Aerospace and Electronic Systems Magazine	38	2018-01-24
IEEE Annals of the History of Computing	38	2018-01-24
IEEE Antennas and Propagation Magazine	38	2018-01-24
IEEE Antennas and Wireless Propagation Letters	38	2018-01-24
IEEE/ASME Transactions on Mechatronics	38	2018-01-24
IEEE Communications Letters	38	2018-01-24
IEEE Communications Magazine	38	2018-01-24
IEEE Communications Surveys and Tutorials	38	2018-01-24
IEEE Computational Intelligence Magazine	38	2018-01-24
IEEE Computer Architecture Letters	38	2018-01-24
IEEE Computer Graphics and Applications	38	2018-01-24
IEEE Consumer Electronics Magazine	38	2018-01-24
IEEE Control Systems Magazine	38	2018-01-24
IEEE Design and Test of Computers	38	2018-01-24
IEEE Electrical Insulation Magazine	38	2018-01-24
IEEE Electron Device Letters	38	2018-01-24
IEEE Embedded Systems Letters	38	2018-01-24
IEEE Engineering Management Review	38	2018-01-24
IEEE Geoscience and Remote Sensing Letters	38	2018-01-24
IEEE Industrial Electronics Magazine	38	2018-01-24
IEEE Industry Applications Magazine	38	2018-01-24
IEEE Instrumentation and Measurement Magazine	38	2018-01-24
IEEE Intelligent Systems	38	2018-01-24
IEEE Intelligent Transportation Systems Magazine	38	2018-01-24
IEEE International Ultrasonics Symposium	38	2018-01-24
IEEE Internet Computing	38	2018-01-24
IEEE Internet of Things	38	2018-01-24
IEEE Journal of Emerging and Selected Topics in Circuits and Systems	38	2018-01-24
IEEE Journal of Oceanic Engineering	38	2018-01-24
IEEE Journal of Photovoltaics	38	2018-01-24
IEEE Journal of Quantum Electronics	38	2018-01-24
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	38	2018-01-24
IEEE Journal of Selected Topics in Quantum Electronics	38	2018-01-24
IEEE Journal of Selected Topics in Signal Processing	38	2018-01-24
IEEE Journal of Solid-State Circuits	38	2018-01-24
IEEE Journal of the Electron Devices Society	1533	2013-06-20
IEEE Journal of Translational Engineering in Health and Medicine	1533	2016-02-19
IEEE Journal on Selected Areas in Communications	38	2018-01-24
IEEE Latin America Transactions	38	2018-01-24
IEEE Life Sciences Letters	1533	2016-02-19
IEEE Micro	38	2018-01-24
IEEE Microwave and Wireless Components Letters	38	2018-01-24
IEEE Microwave Magazine	38	2018-01-24
IEEE MultiMedia	38	2018-01-24
IEEE Nanotechnology Magazine	38	2018-01-24
IEEE Network	38	2018-01-24
IEEE/OSA Journal of Optical Communications and Networking	38	2018-01-24
IEEE Pervasive Computing	38	2018-01-24
IEEE Photonics Journal	1533	2014-01-31
IEEE Photonics Technology Letters	38	2018-01-24
IEEE Potentials	38	2018-01-24
IEEE Power Electronics Letters	38	2018-01-24
IEEE Pulse	38	2018-01-24
IEEE Reviews in Biomedical Engineering	38	2018-01-24
IEEE Robotics and Automation Magazine	38	2018-01-24
IEEE Security and Privacy Magazine	38	2018-01-24
IEEE Sensors Journal	38	2018-01-24
IEEE Signal Processing Letters	38	2018-01-24
IEEE Software	38	2018-01-24
IEEE Spectrum	38	2018-01-24
IEEE Systems Journal	38	2018-01-24
IEEE Transactions on Advanced Packaging	38	2018-01-24
IEEE Transactions on Aerospace and Electronic Systems	38	2018-01-24
IEEE Transactions on Affective Computing	38	2018-01-24
IEEE Transactions on Antennas and Propagation	38	2018-01-24
IEEE Transactions on Applied Superconductivity	38	2018-01-24
IEEE Transactions on Audio, Speech and Language Processing	38	2018-01-24
IEEE Transactions on Automatic Control	38	2018-01-24
IEEE Transactions on Automation Science and Engineering	38	2018-01-24
IEEE Transactions on Autonomous Mental Development	38	2018-01-24
IEEE Transactions on Biomedical Circuits and Systems	38	2018-01-24
IEEE Transactions on Biomedical Engineering	38	2018-01-24
IEEE Transactions on Broadcasting	38	2018-01-24
IEEE Transactions on Circuits and Systems for Video Technology	38	2018-01-24
IEEE Transactions on Circuits and Systems I: Regular Papers	38	2018-01-24
IEEE Transactions on Circuits and Systems II: Express Briefs	38	2018-01-24
IEEE Transactions on Cloud Computing	38	2018-01-24
IEEE Transactions on Cognitive and Developmental Systems	38	2018-01-24
IEEE Transactions on Communications	38	2018-01-24
IEEE Transactions on Components and Packaging Technologies	38	2018-01-24
IEEE Transactions on Components, Packaging, and Manufacturing Technology	38	2018-01-24
IEEE Transactions on Computational Intelligence and AI in Games	38	2018-01-24
IEEE Transactions on Computational Social Systems	38	2018-01-24
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems	38	2018-01-24
IEEE Transactions on Computers	38	2018-01-24
IEEE Transactions on Consumer Electronics	38	2018-01-24
IEEE Transactions on Control Systems Technology	38	2018-01-24
IEEE Transactions on Dependable and Secure Computing	38	2018-01-24
IEEE Transactions on Device and Materials Reliability	38	2018-01-24
IEEE Transactions on Dielectrics and Electrical Insulation	38	2018-01-24
IEEE Transactions on Education	38	2018-01-24
IEEE Transactions on Electromagnetic Compatibility	38	2018-01-24
IEEE Transactions on Electron Devices	38	2018-01-24
IEEE Transactions on Electronics Packaging Manufacturing	38	2018-01-24
IEEE Transactions on Emerging Topics in Computing	38	2018-01-24
IEEE Transactions on Energy Conversion	38	2018-01-24
IEEE Transactions on Engineering Management	38	2018-01-24
IEEE Transactions on Evolutionary Computation	38	2018-01-24
IEEE Transactions on Fuzzy Systems	38	2018-01-24
IEEE Transactions on Geoscience and Remote Sensing	38	2018-01-24
IEEE Transactions on Haptics	38	2018-01-24
IEEE Transactions on Human-Machine Systems	38	2018-01-24
IEEE Transactions on Image Processing	38	2018-01-24
IEEE Transactions on Industrial Electronics	38	2018-01-24
IEEE Transactions on Industrial Informatics	38	2018-01-24
IEEE Transactions on Industry Applications	38	2018-01-24
IEEE Transactions on Information Forensics and Security	38	2018-01-24
IEEE Transactions on Information Technology in Biomedicine	38	2018-01-24
IEEE Transactions on Information Theory	38	2018-01-24
IEEE Transactions on Instrumentation and Measurement	38	2018-01-24
IEEE Transactions on Intelligent Transportation Systems	38	2018-01-24
IEEE Transactions on Knowledge and Data Engineering	38	2018-01-24
IEEE Transactions on Learning Technologies	38	2018-01-24
IEEE Transactions on Magnetics	38	2018-01-24
IEEE Transactions on Medical Imaging	38	2018-01-24
IEEE Transactions on Microwave Theory and Techniques	38	2018-01-24
IEEE Transactions on Mobile Computing	38	2018-01-24
IEEE Transactions on Multimedia	38	2018-01-24
IEEE Transactions on NanoBioscience	38	2018-01-24
IEEE Transactions on Nanotechnology	38	2018-01-24
IEEE Transactions on Network and Service Management	38	2018-01-24
IEEE Transactions on Neural Networks	38	2018-01-24
IEEE Transactions on Neural Systems and Rehabilitation Engineering	38	2018-01-24
IEEE Transactions on Nuclear Science	38	2018-01-24
IEEE Transactions on Parallel and Distributed Systems	38	2018-01-24
IEEE Transactions on Pattern Analysis and Machine Intelligence	38	2018-01-24
IEEE Transactions on Plasma Science	38	2018-01-24
IEEE Transactions on Power Delivery	38	2018-01-24
IEEE Transactions on Power Electronics	38	2018-01-24
IEEE Transactions on Power Systems	38	2018-01-24
IEEE Transactions on Professional Communication	38	2018-01-24
IEEE Transactions on Reliability	38	2018-01-24
IEEE Transactions on Robotics	38	2018-01-24
IEEE Transactions on Semiconductor Manufacturing	38	2018-01-24
IEEE Transactions on Services Computing	38	2018-01-24
IEEE Transactions on Signal Processing	38	2018-01-24
IEEE Transactions on Smart Grid	38	2018-01-24
IEEE Transactions on Software Engineering	38	2018-01-24
IEEE Transactions on Sustainable Energy	38	2018-01-24
IEEE Transactions on Systems, Man and Cybernetics, Part A: Systems and Humans	38	2018-01-24
IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics	38	2018-01-24
IEEE Transactions on Systems, Man, and Cybernetics, Part C: Applications and Reviews	38	2018-01-24
IEEE Transactions on Terahertz Science & Technology	38	2018-01-24
IEEE Transactions on Ultrasonics, Ferroelectrics and Frequency Control	38	2018-01-24
IEEE Transactions on Vehicular Technology	38	2018-01-24
IEEE Transactions on Very Large Scale Integration (VLSI) Systems	38	2018-01-24
IEEE Transactions on Visualization and Computer Graphics	38	2018-01-24
IEEE Transactions on Wireless Communications	38	2018-01-24
IEEE Wireless Communications Letters	38	2018-01-24
IEEJ Transactions on Electrical and Electronic Engineering	2053	2014-08-28
IEEJ Transactions on Electronics, Information and Systems	607	2010-09-02
IEEJ Transactions on Fundamentals and Materials	607	2010-09-02
IEEJ Transactions on Industry Applications	607	2010-09-02
IEEJ Transactions on Power and Energy	607	2010-09-02
IEEJ Transactions on Sensors and Micromachines	607	2010-09-02
IEICE Transactions on Communications	39	2018-02-21
IEICE Transactions on Electronics	39	2018-02-21
IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences	39	2018-02-21
IEICE Transactions on Information and Systems	39	2018-02-21
IERI Procedia	30	2015-05-01
IES Journal Part A: Civil and Structural Engineering	1141	2014-03-26
IET Biometrics	42	2013-07-05
IET Circuits, Devices and Systems	42	2013-05-30
IET Communications	42	2013-05-30
IET Computer Vision	42	2013-05-30
IET Computers and Digital Techniques	42	2013-05-30
IET Control Theory and Applications	42	2013-05-30
IET Electric Power Applications	42	2013-05-30
IET Electrical Systems in Transportation	42	2013-05-30
IET Generation, Transmission and Distribution	42	2013-05-30
IET Image Processing	42	2013-05-30
IET Information Security	42	2013-05-30
IET Intelligent Transport Systems	42	2013-05-30
IET Microwaves, Antennas and Propagation	42	2013-08-09
IET Nanobiotechnology	42	2013-08-09
IET Networks	42	2013-08-09
IET Optoelectronics	42	2013-08-09
IET Power Electronics	42	2013-08-09
IET Radar, Sonar and Navigation	42	2013-08-09
IET Renewable Power Generation	42	2013-08-09
IET Science, Measurements and Technology	42	2013-08-09
IET Signal Processing	42	2013-08-09
IET Software	42	2013-08-09
IET Systems Biology	42	2013-08-09
IET Wireless Sensor Systems	42	2013-05-30
IETE Journal of Education	89	2014-08-26
IETE Journal of Research	89	2014-08-26
IETE Technical Review	89	2014-08-26
IFAC papers online	30	2015-05-01
IFIP Advances in Information and Communication Technology	74	2017-08-16
IFLA Journal	65	2013-03-11
IIE Transactions	1141	2014-03-26
IIE Transactions on Healthcare Systems Engineering	1141	2018-02-26
IIE Transactions on Occupational Ergonomics and Human Factors	1142	2014-03-26
III-Vs Review	30	2015-05-01
iilwandle zethu	1900	2018-01-05
IIM Kozhikode Society & Management Review	65	2013-06-19
IIMB Management Review	30	2015-05-01
IIOAB Letters	981	2014-06-02
IISE Transactions on Healthcare Systems Engineering	1141	2018-02-26
IJEE	1411	2015-08-17
IJPC Journal	743	2016-07-26
IJS Oncology	2740	2017-04-05
IJS Short Reports	89	2017-03-09
IJSS Case Reports and Reviews	1789	2014-08-01
IJUSEng	1521	2013-04-18
Il Cardiologo	952	2011-02-15
Il Foro padano, Rivista di giurisprudenza e di dottrina	774	2016-02-10
Il Mar Nero	2276	2015-04-28
Il Nuovo Cimento C - Colloquia on Physics	814	2011-05-25
Il Nuovo Saggiatore	814	2011-05-25
Il pensiero economico italiano	774	2016-02-10
Il secolo lungo	1084	2018-03-20
ILAR Journal	1568	2017-01-13
Ilha do Desterro	712	2014-08-27
Ilha Revista de Antropologia	712	2014-08-27
ILIRIA International Review	2905	2016-11-24
Ill Colle di Galileo	1932	2014-05-22
Illinois Classical Studies	1980	2014-06-11
Illness, Crisis and Loss	65	2015-04-08
Illumine: Journal of the Centre for Studies in Religion and Society Graduate Students Association	2274	2015-04-23
ILMU KELAUTAN: Indonesian Journal of Marine Sciences	1240	2014-12-03
Im Medium fremder Sprachen und Kulturen	1084	2018-03-14
IMA Journal of Applied Mathematics	3091	2017-09-07
IMA Journal of Management Mathematics	3091	2017-09-07
IMA Journal of Mathematical Control and Information	3091	2017-09-07
IMA Journal of Numerical Analysis	3091	2017-09-07
Imafronte	969	2016-12-15
Image Analysis and Stereology	323	2012-11-16
Image and Vision Computing	30	2015-05-01
Image Processing and Communications	1851	2018-05-02
Imagen Diagnóstica	990	2015-05-01
Imagens da Educação	2490	2015-10-08
Imagerie de la Femme	265	2015-06-24
Images	154	2016-01-22
Imaginatio borealis. Bilder des Nordens	1084	2018-03-20
Imagination, Cognition and Personality	65	2015-04-08
Imagine: Big Ideas for Bright Minds	96	2017-07-05
Imaging	674	2013-08-05
Imaging Decisions MRI	1499	2014-03-18
Imaging in Medicine	420	2017-08-04
Imaging Journal of Clinical and Medical Sciences	2636	2016-09-01
Imaging Science Journal	121	2014-01-22
Imago Mundi	1140	2014-03-26
IMF Economic Review	210	2015-11-23
IMF Staff Papers	210	2015-11-23
IMIA Yearbook of Medical Informatics	243	2014-03-14
Immermann-Jahrbuch	1084	2018-03-13
Immigrants and Minorities	1140	2014-03-26
Immigration from Europe to North America	1084	2018-03-14
Immissionsschutz	787	2010-08-27
Immunity	131	2018-01-31
Immunity and Ageing	22	2015-11-23
Immunity, Inflammation and Disease	1032	2016-10-27
Immunoanalyse et Biologie Spécialisée	30	2015-05-01
Immunobiology	30	2015-05-01
Immunoendocrinology	2344	2015-06-22
Immunogenetics	74	2014-05-16
Immunologic Research	319	2016-05-11
Immunological Investigations	1141	2014-03-26
Immunological Reviews	2050	2017-11-24
Immunology	2050	2017-11-24
Immunology and Allergy Clinics of North America	985	2014-01-07
Immunology and Cell Biology	1457	2016-04-27
Immunology and Immunogenetics Insights	163	2014-07-22
Immunology, Endocrine and Metabolic Agents in Medicinal Chemistry	316	2016-12-08
Immunology Letters	30	2015-05-01
Immunology, Serology and Transplantation	30	2015-05-01
Immunology Studies	1326	2013-09-10
Immunome Research	22	2015-11-23
Immunometabolism	1851	2018-05-02
Immunopharmacology and Immunotoxicology	1141	2014-03-26
ImmunoTargets and Therapy	407	2014-01-30
Immunotherapy	420	2017-08-04
Immunotherapy Insights	163	2014-07-22
